set_code,product_id,name,variant_codes
HS,89192,Shuckle,"H,RH"
HS,89257,Skiploom,"N,RH"
HS,89307,Slowbro,"N,RH"
HS,89317,Slowking,"H,RH"
HS,89332,Slowpoke,"N,RH"
HS,89363,Smoochum,"N,RH"
HS,89416,Snubbull,"N,RH"
HS,89458,Spinarak,"N,RH"
HS,89536,Starmie,"N,RH"
HS,89552,Staryu,"N,RH"
HS,89616,Sunflora,"N,RH"
HS,89622,Sunkern,"N,RH"
HS,89718,Switch,"N,RH"
HS,90000,Totodile,"N,RH"
HS,90106,Typhlosion,"N,RH"
HS,90107,Typhlosion (Prime),H
HS,90131,Tyrogue,"N,RH"
HS,90162,Unown (54),"N,RH"
HS,90163,Unown (55),"N,RH"
HS,90444,Vulpix,"N,RH"
HS,90512,Water Energy,N
HS,90564,Weezing,"N,RH"
HS,90599,Wigglytuff,"N,RH"
HS,90621,Wobbuffet,"H,RH"
HS,90637,Wooper,"N,RH"
HS,98530,HeartGold SoulSilver Booster Pack,N
JTG,610929,Journey Together Pokemon Center Elite Trainer Box (Exclusive),N
JTG,610930,Journey Together Elite Trainer Box,N
JTG,610931,Journey Together Booster Box,N
JTG,610934,Journey Together Sleeved Booster Pack,N
JTG,610935,Journey Together Booster Pack,N
JTG,610940,Journey Together 3 Pack Blister [Yanmega],N
JTG,610948,Journey Together 3 Pack Blister [Scrafty],N
JTG,610949,Journey Together Single Pack Blister [Scraggy],N
JTG,610950,Journey Together Single Pack Blister [Yanma],N
JTG,610951,Journey Together Premium Checklane Blister [Rhyperior],N
JTG,610952,Journey Together Premium Checklane Blister [Klinklang],N
JTG,610953,Journey Together Booster Bundle,N
JTG,610954,Journey Together Build & Battle Box,N
JTG,614449,Journey Together Booster Box Case,N
JTG,614450,Journey Together Elite Trainer Box Case,N
JTG,623428,Caterpie,"N,RH"
JTG,623429,Metapod,"N,RH"
JTG,623430,Butterfree,"H,RH"
JTG,623431,Paras,"N,RH"
JTG,623432,Parasect,"N,RH"
JTG,623433,Petilil,"N,RH"
JTG,623434,Lilligant,"N,RH"
JTG,623435,Maractus - 008/159,"N,RH"
JTG,623436,Karrablast,"N,RH"
JTG,623437,Foongus,"N,RH"
JTG,623438,Amoonguss ex,H
JTG,623439,Shelmet,"N,RH"
JTG,623440,Accelgor,"N,RH"
JTG,623441,Durant,"N,RH"
JTG,623442,Virizion,"N,RH"
JTG,623443,Sprigatito,"N,RH"
JTG,623444,Floragato,"N,RH"
JTG,623445,Meowscarada,"H,RH"
JTG,623446,Nymble,"N,RH"
JTG,623447,Magmar,"N,RH"
JTG,623448,Magmortar,"H,RH"
JTG,623449,Torchic,"N,RH"
JTG,623450,Combusken,"N,RH"
JTG,623451,Blaziken ex,H
JTG,623452,Torkoal,"N,RH"
JTG,623453,N's Darumaka,"N,RH"
JTG,623454,N's Darmanitan - 027/159,"N,RH"
JTG,623455,Larvesta,"N,RH"
JTG,623456,Volcarona,"N,RH"
JTG,623457,Reshiram ex,H
JTG,623458,Volcanion ex - 031/159,H
JTG,623459,Articuno - 032/159,"N,RH"
JTG,623460,Remoraid,"N,RH"
JTG,623461,Octillery,"N,RH"
JTG,623462,Lotad,"N,RH"
JTG,623463,Lombre,"N,RH"
JTG,623464,Ludicolo,"H,RH"
JTG,623465,Wingull,"N,RH"
JTG,623466,Pelipper,"N,RH"
JTG,623467,Wailmer,"N,RH"
JTG,623468,Wailord - 041/159,"H,RH"
JTG,623469,Regice,"N,RH"
JTG,623470,Veluza ex,H
JTG,623471,Alolan Geodude,"N,RH"
JTG,623472,Alolan Graveler,"N,RH"
JTG,623473,Alolan Golem,"N,RH"
JTG,623474,Iono's Voltorb,"N,RH"
JTG,623475,Iono's Electrode,"N,RH"
JTG,623476,N's Joltik,"N,RH"
JTG,623477,Togedemaru,"N,RH"
JTG,623478,Tapu Koko ex,H
JTG,623479,Iono's Tadbulb,"N,RH"
JTG,623480,Iono's Bellibolt ex - 053/159,H
JTG,623481,Iono's Wattrel,"N,RH"
JTG,623482,Iono's Kilowattrel - 055/159,"H,RH"
JTG,623483,Lillie's Clefairy ex - 056/159,H
JTG,623484,Alolan Marowak,"N,RH"
JTG,623485,Mr. Mime,"N,RH"
JTG,623486,Shuppet,"N,RH"
JTG,623487,Banette,"N,RH"
JTG,623488,Beldum,"N,RH"
JTG,623489,Metang,"N,RH"
JTG,623490,Metagross,"H,RH"
JTG,623491,N's Sigilyph,"N,RH"
JTG,623492,Oricorio,"N,RH"
JTG,623493,Lillie's Cutiefly,"N,RH"
JTG,623494,Lillie's Ribombee - 067/159,"H,RH"
JTG,623495,Lillie's Comfey,"N,RH"
JTG,623496,Mimikyu ex,H
JTG,623497,Dhelmise,"N,RH"
JTG,623498,Impidimp,"N,RH"
JTG,623499,Morgrem,"N,RH"
JTG,623500,Grimmsnarl,"N,RH"
JTG,623501,Milcery,"N,RH"
JTG,623502,Alcremie ex,H
JTG,623503,Cubone,"N,RH"
JTG,623504,Swinub - 077/159,"N,RH"
JTG,623505,Piloswine,"N,RH"
JTG,623506,Mamoswine ex - 079/159,H
JTG,623507,Larvitar,"N,RH"
JTG,623508,Pupitar,"N,RH"
JTG,623509,Regirock,"H,RH"
JTG,623510,Pancham,"N,RH"
JTG,623511,Rockruff,"N,RH"
JTG,623512,Lycanroc - 085/159,"H,RH"
JTG,623513,Hop's Silicobra,"N,RH"
JTG,623514,Hop's Sandaconda,"N,RH"
JTG,623515,Toedscool,"N,RH"
JTG,623516,Toedscruel,"N,RH"
JTG,623517,Klawf,"N,RH"
JTG,623518,Koffing,"N,RH"
JTG,623519,Weezing,"N,RH"
JTG,623520,Paldean Wooper,"N,RH"
JTG,623521,Paldean Clodsire ex,H
JTG,623522,Tyranitar,"H,RH"
JTG,623523,N's Purrloin,"N,RH"
JTG,623524,N's Zorua,"N,RH"
JTG,623525,N's Zoroark ex - 098/159,H
JTG,623526,Pangoro,"N,RH"
JTG,623527,Lokix,"N,RH"
JTG,623528,Bombirdier,"N,RH"
JTG,623529,Escavalier,"N,RH"
JTG,623530,N's Klink,"N,RH"
JTG,623531,N's Klang,"N,RH"
JTG,623532,N's Klinklang,"N,RH"
JTG,623533,Galarian Stunfisk,"N,RH"
JTG,623534,Magearna,"H,RH"
JTG,623535,Hop's Corviknight,"N,RH"
JTG,623536,Cufant,"N,RH"
JTG,623537,Copperajah,"N,RH"
JTG,623538,Hop's Zacian ex - 111/159,H
JTG,623539,Bagon,"N,RH"
JTG,623540,Shelgon,"N,RH"
JTG,623541,Salamence ex - 114/159,H
JTG,623542,Druddigon,"N,RH"
JTG,623543,N's Reshiram - 116/159,"H,RH"
JTG,623544,Hop's Snorlax,"H,RH"
JTG,623545,Sentret,"N,RH"
JTG,623546,Furret - 119/159,"N,RH"
JTG,623547,Dunsparce,"N,RH"
JTG,623548,Dudunsparce ex - 121/159,H
JTG,623549,Kecleon,"N,RH"
JTG,623550,Tropius,"N,RH"
JTG,623551,Audino,"N,RH"
JTG,623552,Minccino,"N,RH"
JTG,623553,Cinccino,"N,RH"
JTG,623554,Noibat - 127/159,"N,RH"
JTG,623555,Noivern,"H,RH"
JTG,623556,Komala,"N,RH"
JTG,623557,Drampa,"N,RH"
JTG,623558,Skwovet,"N,RH"
JTG,623559,Greedent,"N,RH"
JTG,623560,Hop's Rookidee,"N,RH"
JTG,623561,Hop's Corvisquire,"N,RH"
JTG,623562,Hop's Wooloo - 135/159,"N,RH"
JTG,623563,Hop's Dubwool,"H,RH"
JTG,623564,Cramorant,"N,RH"
JTG,623565,Hop's Cramorant,"N,RH"
JTG,623566,Lechonk,"N,RH"
JTG,623567,Oinkologne,"N,RH"
JTG,623568,Squawkabilly,"N,RH"
JTG,623569,Billy & O'Nare,"N,RH"
JTG,623570,Black Belt's Training - 143/159,"N,RH"
JTG,623571,Black Belt's Training - 144/159,"N,RH"
JTG,623572,Black Belt's Training - 145/159,"N,RH"
JTG,623573,Brock's Scouting - 146/159,"N,RH"
JTG,623574,Hop's Bag,"N,RH"
JTG,623575,Hop's Choice Band,"N,RH"
JTG,623576,Iris's Fighting Spirit - 149/159,"N,RH"
JTG,623577,Levincia,"N,RH"
JTG,623578,Lillie's Pearl,"N,RH"
JTG,623579,N's Castle,"N,RH"
JTG,623580,N's PP Up,"N,RH"
JTG,623581,Postwick,"N,RH"
JTG,623582,Professor's Research [Professor Sada],"N,RH"
JTG,623583,Redeemable Ticket,"N,RH"
JTG,623584,Ruffian - 157/159,"N,RH"
JTG,623585,Super Potion,"N,RH"
JTG,623586,Spiky Energy - 159/159,"N,RH"
JTG,623587,Maractus - 160/159,H
JTG,623588,Articuno - 161/159,H
JTG,623589,Wailord - 162/159,H
JTG,623590,Iono's Kilowattrel - 163/159,H
JTG,623591,Lillie's Ribombee - 164/159,H
JTG,623592,Swinub - 165/159,H
JTG,623593,Lycanroc - 166/159,H
JTG,623595,Furret - 168/159,H
JTG,623596,Noibat - 169/159,H
JTG,623597,Hop's Wooloo - 170/159,H
JTG,623598,Volcanion ex - 171/159,H
JTG,623599,Iono's Bellibolt ex - 172/159,H
JTG,623600,Lillie's Clefairy ex - 173/159,H
JTG,623601,Mamoswine ex - 174/159,H
JTG,623602,N's Zoroark ex - 175/159,H
JTG,623603,Hop's Zacian ex - 176/159,H
JTG,623604,Salamence ex - 177/159,H
JTG,623605,Dudunsparce ex - 178/159,H
JTG,623606,Brock's Scouting - 179/159,H
JTG,623607,Iris's Fighting Spirit - 180/159,H
JTG,623608,Ruffian - 181/159,H
JTG,623609,Volcanion ex - 182/159,H
JTG,623610,Iono's Bellibolt ex - 183/159,H
JTG,623611,Lillie's Clefairy ex - 184/159,H
JTG,623612,N's Zoroark ex - 185/159,H
JTG,623613,Hop's Zacian ex - 186/159,H
JTG,623614,Salamence ex - 187/159,H
JTG,623615,Iono's Bellibolt ex - 188/159,H
JTG,623616,N's Zoroark ex - 189/159,H
JTG,623617,Spiky Energy - 190/159,H
JTG,623628,Journey Together Enhanced Booster Box,N
JTG,624677,N's Reshiram - 167/159,H
JTG,624925,Journey Together Sleeved Booster Case,N
JTG,625583,Journey Together Enhanced Booster Box Case,N
JTG,625584,Journey Together Booster Bundle Case,N
JTG,625974,Code Card - Journey Together Booster Pack,N
JTG,626562,Journey Together Single Pack Blister [Archaludon],N
JTG,626630,Journey Together Single Pack Blister [Melmetal],N
JTG,626632,Code Card - Journey Together Elite Trainer Box,N
JTG,626633,Code Card - Journey Together Pokemon Center Elite Trainer Box,N
JTG,626634,Code Card - Journey Together Build & Battle Box,N
JTG,626635,Code Card - Journey Together Single Pack Blister [Archaludon],N
JTG,626659,Journey Together Sleeved Booster Pack Art Bundle [Set of 4],N
JTG,626660,Journey Together Booster Pack Art Bundle [Set of 4],N
JTG,629568,Journey Together Build & Battle Box Display,N
JTG,629809,Code Card - Journey Together Enhanced Booster Display,N
JTG,631972,Journey Together 3 Pack Blister [Set of 2],N
JTG,637990,Code Card - Journey Together 3 Pack Blister [Scrafty],N
JTG,637991,Code Card - Journey Together 3 Pack Blister [Yanmega],N
JTG,647762,Journey Together Fun Pack,N
JTG,649492,Journey Together Half Booster Box,N
JTG,696149,Code Card - Journey Together 1pk: Scraggy,N
JU,106979,Clefable (17),N
JU,106980,Electrode (18),N
JU,106981,Flareon (19),N
JU,106982,Jolteon (20),N
JU,106983,Kangaskhan (21),N
JU,106984,Mr. Mime (22),N
JU,106985,Nidoqueen (23),N
JU,106986,Pidgeot (24),N
JU,106987,Pinsir (25),N
JU,106988,Scyther (26),N
JU,106989,Snorlax (27),N
JU,106990,Vaporeon (28),N
JU,106991,Venomoth (29),N
JU,106992,Victreebel (30),N
JU,106993,Vileplume (31),N
JU,106994,Wigglytuff (32),N
JU,107598,Jungle Booster Box [1st Edition],N
JU,107599,Jungle Booster Box [Unlimited Edition],N
JU,138128,Jungle Booster Pack [1st Edition],N
JU,138129,Jungle Booster Pack [Unlimited Edition],N
JU,234498,"Jungle Theme Deck - ""Power Reserve""",N
JU,234499,"Jungle Theme Deck - ""Water Blast""",N
JU,45120,Clefable (1),H
JU,45121,Scyther (10),H
JU,45122,Snorlax (11),H
JU,45123,Vaporeon (12),H
JU,45124,Venomoth (13),H
JU,45125,Victreebel (14),H
JU,45126,Vileplume (15),H
JU,45127,Wigglytuff (16),H
JU,45128,Electrode (2),H
JU,45129,Flareon (3),H
JU,45130,Jolteon (4),H
JU,45131,Kangaskhan (5),H
JU,45132,Mr. Mime (6),H
JU,45133,Nidoqueen (7),H
JU,45134,Pidgeot (8),H
JU,45135,Pinsir (9),H
JU,45136,Butterfree,N
JU,45137,Dodrio,N
JU,45138,Exeggutor,N
JU,45139,Fearow,N
JU,45140,Gloom,N
JU,45141,Lickitung,N
JU,45142,Marowak,N
JU,45143,Nidorina,N
JU,45144,Parasect,N
JU,45145,Persian,N
JU,45146,Primeape,N
JU,45147,Rapidash,N
JU,45148,Rhydon,N
JU,45149,Seaking,N
JU,45150,Tauros,N
JU,45151,Weepinbell,N
JU,45152,Bellsprout,N
JU,45153,Cubone,N
JU,45154,Eevee,N
JU,45155,Exeggcute,N
JU,45156,Goldeen,N
JU,45157,Jigglypuff,N
JU,45158,Mankey,N
JU,45159,Meowth,N
JU,45160,Nidoran F,N
JU,45161,Oddish,N
JU,45162,Paras,N
JU,45163,Pikachu,N
JU,45164,Rhyhorn,N
JU,45165,Spearow,N
JU,45166,Venonat,N
JU,45167,Poke Ball,N
KSS,83831,Bidoof,N
KSS,83847,Bisharp,N
KSS,83949,Braixen,"H,N"
KSS,84047,Bunnelby,N
KSS,84268,Chesnaught,"H,N"
KSS,84271,Chespin,"H,N"
KSS,84326,Clauncher,N
KSS,84507,Crushing Hammer,N
KSS,84682,Darkness Energy (Basic),N
KSS,84753,Delphox,"H,N"
KSS,85390,Farfetch'd,N
KSS,85411,Fennekin,"H,N"
KSS,85469,Fire Energy,N
KSS,85508,Fletchling,N
KSS,85569,Froakie,"H,N"
KSS,85571,Frogadier,"H,N"
KSS,85587,Furfrou (32),N
KSS,85588,Furfrou (33),N
KSS,85867,Granbull,N
KSS,85884,Grass Energy,N
KSS,85903,Greninja,"H,N"
KSS,86167,Honedge,N
KSS,86285,Inkay,N
KSS,87355,Metal Energy (Basic),N
KSS,87449,Mightyena,N
KSS,87468,Miltank,N
KSS,87931,Panpour,N
KSS,87939,Pansage,N
KSS,87946,Pansear,N
KSS,87973,Pawniard,N
KSS,88194,Poke Ball,N
KSS,88211,Pokemon Catcher,N
KSS,88302,Poochyena,N
KSS,88349,Potion,N
KSS,88490,Quilladin,"H,N"
KSS,89272,Skitty,N
KSS,89348,Slugma,N
KSS,89394,Snorlax,N
KSS,89418,Snubbull,N
KSS,89708,Swirlix,N
KSS,89723,Switch,N
KSS,89911,Tierno,N
KSS,90529,Water Energy,N
KSS,90549,Weedle,N
KSS,97719,Deluxe Kalos Starter Deck [Froakie],N
KSS,97720,Deluxe Kalos Starter Deck [Fennekin],N
KSS,97721,Deluxe Kalos Starter Deck [Chespin],N
LA,83561,Anorith,"N,RH"
LA,83621,Armaldo,"N,RH"
LA,83675,Azelf,"N,RH"
LA,83677,Azelf LV.X,H
LA,83788,Beldum (83),"N,RH"
LA,83789,Beldum (84),"N,RH"
LA,83800,Bellossom,"N,RH"
LA,83809,Bellsprout,"N,RH"
LA,84008,Bubble Coat,"N,RH"
LA,84009,Buck's Training,"N,RH"
LA,84040,Buneary,"N,RH"
LA,84093,Camerupt,"N,RH"
LA,84128,Castform,"N,RH"
LA,84129,Castform Rain Form,"N,RH"
LA,84130,Castform Snow-Cloud Form,"N,RH"
LA,84131,Castform Sunny Form,"N,RH"
LA,84308,Chinchou (87),"N,RH"
LA,84309,Chinchou (88),"N,RH"
LA,84327,Claw Fossil,"N,RH"
LA,84435,Corphish,"N,RH"
LA,84454,Cradily,"N,RH"
LA,84464,Crawdaunt,"N,RH"
LA,84534,Cubone,N
LA,84555,Cynthia's Feelings,"N,RH"
LA,84740,Delcatty,"N,RH"
LA,84768,Deoxys Attack Forme,"N,RH"
LA,84769,Deoxys Defense Forme,"N,RH"
LA,84778,Deoxys Normal Forme,"H,RH"
LA,84779,Deoxys Speed Forme,"N,RH"
LA,84843,Ditto,"N,RH"
LA,84900,Dragonair,"N,RH"
LA,84913,Dragonite,"H,RH"
LA,84935,Dratini,"N,RH"
LA,84944,Drifblim,"N,RH"
LA,84956,Drifloon,"N,RH"
LA,85215,Energy Pickup,"N,RH"
LA,85348,Exeggcute,"N,RH"
LA,85361,Exeggutor,"N,RH"
LA,85550,Forretress,"N,RH"
LA,85572,Froslass,"H,RH"
LA,85733,Giratina,"H,RH"
LA,85766,Gligar (94),"N,RH"
LA,85767,Gligar (95),"N,RH"
LA,85771,Gliscor (5),"H,RH"
LA,85772,Gliscor (55),"N,RH"
LA,85777,Gliscor LV.X,H
LA,85784,Gloom (96),"N,RH"
LA,85785,Gloom (97),"N,RH"
LA,85924,Groudon,"N,RH"
LA,85970,Grumpig,"N,RH"
LA,85977,Gulpin,"N,RH"
LA,86047,Heatran (6),"H,RH"
LA,86048,Heatran (30),"N,RH"
LA,86093,Hitmonchan,"N,RH"
LA,86106,Hitmonlee,"N,RH"
LA,86116,Hitmontop,"N,RH"
LA,86191,Horsea,"N,RH"
LA,86208,Houndoom,"N,RH"
LA,86229,Houndour,"N,RH"
LA,86328,Jirachi,"N,RH"
LA,86446,Kingdra,"H,RH"
LA,86549,Kyogre,"N,RH"
LA,86608,Lanturn (58),"N,RH"
LA,86609,Lanturn (59),"N,RH"
LA,86694,Ledian,"N,RH"
LA,86704,Ledyba,"N,RH"
LA,86789,Lileep,"N,RH"
LA,86824,Lopunny,"N,RH"
LA,86876,Lucario,"N,RH"
LA,86940,Luxio,"N,RH"
LA,86947,Luxray,"H,RH"
LA,87121,Magnezone LV.X,H
LA,87138,Mamoswine,"H,RH"
LA,87227,Marowak,"N,RH"
LA,87320,Meowth,"N,RH"
LA,87332,Mesprit,"N,RH"
LA,87334,Mesprit LV.X,H
LA,87338,Metagross,"H,RH"
LA,87378,Metang (64),"N,RH"
LA,87379,Metang (65),"N,RH"
LA,87422,Mewtwo,"H,RH"
LA,87433,Mewtwo LV.X,H
LA,87447,Mightyena,"N,RH"
LA,87507,Misdreavus,"N,RH"
LA,87760,Nincada,"N,RH"
LA,87786,Ninjask,"N,RH"
LA,87801,Nosepass,"N,RH"
LA,87814,Numel,"N,RH"
LA,87843,Oddish (111),N
LA,87844,Oddish (112),"N,RH"
LA,87986,Persian,"N,RH"
LA,88118,Piloswine,"N,RH"
LA,88128,Pineco,"N,RH"
LA,88198,Poke Radar,"N,RH"
LA,88250,Politoed,"H,RH"
LA,88259,Poliwag,"N,RH"
LA,88267,Poliwhirl,"N,RH"
LA,88278,Poliwrath,"N,RH"
LA,88300,Poochyena,"N,RH"
LA,88375,Probopass,"H,RH"
LA,88627,Rayquaza,"H,RH"
LA,88657,Regice,"N,RH"
LA,88661,Regigigas (15),"H,RH"
LA,88662,Regigigas (37),"N,RH"
LA,88672,Regirock,"N,RH"
LA,88677,Registeel,"N,RH"
LA,88749,Rhyperior LV.X,H
LA,88754,Riolu,"N,RH"
LA,88809,Root Fossil,"N,RH"
LA,89015,Seadra,"N,RH"
LA,89119,Shedinja,"N,RH"
LA,89174,Shinx,"N,RH"
LA,89267,Skitty,"N,RH"
LA,89370,Sneasel,"N,RH"
LA,89410,Snowpoint Temple,"N,RH"
LA,89465,Spiritomb,"H,RH"
LA,89477,Spoink,"N,RH"
LA,89519,Stark Mountain,"N,RH"
LA,89534,Starmie,"N,RH"
LA,89550,Staryu,"N,RH"
LA,89673,Swalot,"N,RH"
LA,89694,Swellow,"N,RH"
LA,89703,Swinub,"N,RH"
LA,89735,Taillow,"N,RH"
LA,89764,Tauros,"N,RH"
LA,89853,Technical Machine TS-1,"N,RH"
LA,89854,Technical Machine TS-2,"N,RH"
LA,89868,Tentacool,"N,RH"
LA,89877,Tentacruel,"N,RH"
LA,89970,Torkoal,"N,RH"
LA,90130,Tyrogue,"N,RH"
LA,90194,Unown (!),"N,RH"
LA,90195,Unown (?),"N,RH"
LA,90216,Unown (J),"N,RH"
LA,90231,Unown (R),"N,RH"
LA,90237,Unown (U),"N,RH"
LA,90239,Unown (V),"N,RH"
LA,90241,Unown (W),"N,RH"
LA,90245,Unown (Y),"N,RH"
LA,90260,Uxie,"N,RH"
LA,90262,Uxie LV.X,H
LA,90364,Victreebel,"N,RH"
LA,90380,Vileplume,"N,RH"
LA,90554,Weepinbell,"N,RH"
LA,90685,Yanma,"N,RH"
LA,90690,Yanmega,"H,RH"
LA,98537,Legends Awakened Booster Pack,N
LC,138150,Legendary Collection Booster Pack,N
LC,83446,Abra,N
LC,83496,Alakazam,"H,RH"
LC,83581,Arcanine,"N,RH"
LC,83643,Articuno,"H,RH"
LC,83768,Beedrill,"N,RH"
LC,83836,Bill,"N,RH"
LC,84025,Bulbasaur,"N,RH"
LC,84062,Butterfree,"N,RH"
LC,84134,Caterpie,"N,RH"
LC,84160,Challenge!,"N,RH"
LC,84196,Charizard,"H,RH"
LC,84205,Charmander,"N,RH"
LC,84223,Charmeleon,"N,RH"
LC,84569,Dark Blastoise,"H,RH"
LC,84581,Dark Dragonair,"N,RH"
LC,84585,Dark Dragonite,H
LC,84637,Dark Persian,"H,RH"
LC,84646,Dark Raichu,"H,RH"
LC,84653,Dark Slowbro,"H,RH"
LC,84664,Dark Vaporeon,"H,RH"
LC,84669,Dark Wartortle,"N,RH"
LC,84788,Dewgong,"N,RH"
LC,84847,Dodrio,"N,RH"
LC,84858,Doduo,"N,RH"
LC,84930,Dratini,"N,RH"
LC,84970,Drowzee,"N,RH"
LC,85079,Eevee,"N,RH"
LC,85151,Electrode,"N,RH"
LC,85233,Energy Retrieval,"N,RH"
LC,85343,Exeggcute,"N,RH"
LC,85357,Exeggutor,"N,RH"
LC,85395,Fearow,"N,RH"
LC,85492,Flareon,"H,RH"
LC,85585,Full Heal Energy,"N,RH"
LC,85648,Gastly,"N,RH"
LC,85670,Gengar,"H,RH"
LC,85685,Geodude,"N,RH"
LC,85812,Golduck,"N,RH"
LC,85822,Golem,"N,RH"
LC,85887,Graveler,"N,RH"
LC,85906,Grimer,"N,RH"
LC,85948,Growlithe,"N,RH"
LC,85989,Gyarados,"H,RH"
LC,86022,Haunter,"N,RH"
LC,86101,Hitmonlee,"H,RH"
LC,86251,Hypno,"N,RH"
LC,86295,Ivysaur,"N,RH"
LC,86339,Jolteon,"H,RH"
LC,86371,Jynx,"N,RH"
LC,86381,Kabuto,"N,RH"
LC,86395,Kabutops,"N,RH"
LC,86404,Kadabra,"N,RH"
LC,86409,Kakuna,"N,RH"
LC,86957,Machamp,"H,RH"
LC,86976,Machoke,"N,RH"
LC,86990,Machop,"N,RH"
LC,87022,Magikarp,"N,RH"
LC,87070,Magnemite,"N,RH"
LC,87099,Magneton,"N,RH"
LC,87171,Mankey,"N,RH"
LC,87311,Meowth,N
LC,87387,Metapod,"N,RH"
LC,87419,Mewtwo,"N,RH"
LC,87560,Moltres,"N,RH"
LC,87618,Muk,"H,RH"
LC,87668,Mysterious Fossil,"N,RH"
LC,87694,Nidoking,"N,RH"
LC,87706,Nidoqueen,"N,RH"
LC,87715,Nidoran F,"N,RH"
LC,87724,Nidoran M,"N,RH"
LC,87733,Nidorina,"N,RH"
LC,87743,Nidorino,"N,RH"
LC,87764,Ninetales,"H,RH"
LC,87855,Omanyte,"N,RH"
LC,87867,Omastar,"N,RH"
LC,87877,Onix,"N,RH"
LC,88028,Pidgeot,"N,RH"
LC,88038,Pidgeotto,"N,RH"
LC,88046,Pidgey,"N,RH"
LC,88075,Pikachu,"N,RH"
LC,88207,Pokemon Breeder,"N,RH"
LC,88242,Pokemon Trader,"N,RH"
LC,88282,Ponyta,"N,RH"
LC,88332,Potion,"N,RH"
LC,88351,Potion Energy,"N,RH"
LC,88361,Primeape,"N,RH"
LC,88434,Psyduck,"N,RH"
LC,88579,Rapidash,"N,RH"
LC,88601,Raticate,"N,RH"
LC,88612,Rattata,"N,RH"
LC,88730,Rhydon,"N,RH"
LC,88738,Rhyhorn,"N,RH"
LC,88920,Sandshrew,"N,RH"
LC,88930,Sandslash,"N,RH"
LC,88973,Scoop Up,"N,RH"
LC,89011,Seadra,"N,RH"
LC,89049,Seel,"N,RH"
LC,89324,Slowpoke,N
LC,89386,Snorlax,"N,RH"
LC,89437,Spearow,"N,RH"
LC,89485,Squirtle,"N,RH"
LC,89759,Tauros,"N,RH"
LC,89864,Tentacool,"N,RH"
LC,89874,Tentacruel,"N,RH"
LC,89895,The Boss's Way,"N,RH"
LC,90313,Venusaur,"H,RH"
LC,90410,Voltorb,"N,RH"
LC,90434,Vulpix,"N,RH"
LC,90539,Weedle,"N,RH"
LC,90712,Zapdos,"H,RH"
LM,83451,Absol,"N,RH"
LM,83468,Aerodactyl,"H,RH"
LM,83476,Aggron,"H,RH"
LM,83559,Anorith,"N,RH"
LM,83590,Arcanine ex,H
LM,83624,Armaldo ex,H
LM,83632,Aron,"N,RH"
LM,83725,Banette ex,H
LM,83808,Bellsprout,"N,RH"
LM,84120,Cascoon,"N,RH"
LM,84306,Chinchou,"N,RH"
LM,84324,Clamperl,"N,RH"
LM,84329,Claw Fossil,"N,RH"
LM,84452,Cradily,"H,RH"
LM,84538,Cursed Stone,"N,RH"
LM,84738,Delcatty,"H,RH"
LM,85009,Dunsparce,"N,RH"
LM,85060,Dustox ex,H
LM,85155,Electrode,"N,RH"
LM,85431,Fieldworker,N
LM,85530,Flygon ex,H
LM,85579,Full Flame,"N,RH"
LM,85592,Furret,"N,RH"
LM,85651,Gastly,"N,RH"
LM,85674,Gengar,"H,RH"
LM,85689,Geodude,"N,RH"
LM,85697,Giant Stump,"N,RH"
LM,85730,Girafarig,"N,RH"
LM,85827,Golem,"H,RH"
LM,85843,Gorebyss,"N,RH"
LM,85891,Graveler,"N,RH"
LM,85910,Grimer,"N,RH"
LM,85955,Growlithe,"N,RH"
LM,86026,Haunter,"N,RH"
LM,86237,Huntail,"N,RH"
LM,86384,Kabuto,"N,RH"
LM,86397,Kabutops,"H,RH"
LM,86429,Kecleon,"N,RH"
LM,86576,Lairon,"N,RH"
LM,86606,Lanturn,"N,RH"
LM,86617,Lapras,"H,RH"
LM,86787,Lileep,"N,RH"
LM,86925,Lunatone,"N,RH"
LM,86963,Machamp,"H,RH"
LM,86979,Machoke,"N,RH"
LM,86993,Machop,"N,RH"
LM,87004,Magby,"N,RH"
LM,87046,Magmar,"N,RH"
LM,87079,Magnemite,"N,RH"
LM,87105,Magneton,"N,RH"
LM,87399,Mew,"H,RH"
LM,87409,Mew ex,H
LM,87505,Misdreavus,"N,RH"
LM,87622,Muk,"H,RH"
LM,87663,Mysterious Fossil,"N,RH"
LM,87822,Nuzleaf,"N,RH"
LM,87858,Omanyte,"N,RH"
LM,87868,Omastar,"N,RH"
LM,88107,Pikachu (Delta Species),H
LM,88136,Pinsir,"N,RH"
LM,88355,Power Tree,"N,RH"
LM,88546,Rainbow Energy,"N,RH"
LM,88649,React Energy,"N,RH"
LM,88673,Regirock Star,H
LM,88811,Root Fossil,"N,RH"
LM,88818,Roselia,"N,RH"
LM,89030,Sealeo,"N,RH"
LM,89040,Seedot,"N,RH"
LM,89065,Sentret,"N,RH"
LM,89156,Shiftry,"H,RH"
LM,89197,Shuppet,"N,RH"
LM,89264,Skitty,"N,RH"
LM,89427,Solrock,"N,RH"
LM,89446,Spheal,"N,RH"
LM,89460,Spinda,"N,RH"
LM,89574,Strange Cave,"N,RH"
LM,89743,Tangela,"N,RH"
LM,89867,Tentacool,"N,RH"
LM,89876,Tentacruel,"N,RH"
LM,89968,Torkoal,"N,RH"
